AF08-23	PRJNA482748	SAMN09734195	QUHV00000000	Collinsella sp. AF08-23
AF08-3	PRJNA482748	SAMN09734196	QSAX00000000	Lactobacillus amylovorus 
AF09-1A	PRJNA482748	SAMN09734197	QUHU00000000	Coprobacillus sp. AF09-1A
AF10-13	PRJNA482748	SAMN09734198	QSAW00000000	Faecalibacterium prausnitzii 
AF10-16	PRJNA482748	SAMN09734199	QUHT00000000	Ruminococcaceae bacterium AF10-16
AF10-17	PRJNA482748	SAMN09734200	QSAV00000000	Prevotella copri 
AF10-23	PRJNA482748	SAMN09734201	QSAU00000000	Streptococcus salivarius 
AF10-3	PRJNA482748	SAMN09734202	QUHS00000000	Butyricicoccus sp. AF10-3
AF10-31	PRJNA482748	SAMN09734203	QSAT00000000	Holdemanella biformis 
AF10-46	PRJNA482748	SAMN09734204	QVGY00000000	Faecalibacterium sp. AF10-46
AF11-11	PRJNA482748	SAMN09734205	QSAS00000000	Collinsella sp. AF11-11
AF11-12	PRJNA482748	SAMN09734206	QSAR00000000	Bifidobacterium longum 
AF11-14	PRJNA482748	SAMN09734207	QSAQ00000000	Prevotella copri 
AF11-18	PRJNA482748	SAMN09734208	QSAP00000000	Bifidobacterium pseudocatenulatum 
AF11-25B	PRJNA482748	SAMN09734209	QSAO00000000	Bifidobacterium bifidum 
AF11-32-H	PRJNA482748	SAMN09734210	QSAN00000000	Enterococcus durans 
AF11-41	PRJNA482748	SAMN09734211	QSAM00000000	Bifidobacterium longum 
AF11-4-H	PRJNA482748	SAMN09734212	QSAL00000000	Lactobacillus fermentum 
AF12-10-6.0	PRJNA482748	SAMN09734213	QSAK00000000	Bifidobacterium pseudocatenulatum 
AF12-11	PRJNA482748	SAMN09734214	QSAJ00000000	Dorea formicigenerans 
AF12-17LB	PRJNA482748	SAMN09734215	QUHR00000000	Roseburia sp. AF12-17LB
AF12-19	PRJNA482748	SAMN09734216	QUHQ00000000	Clostridium sp. AF12-19
AF12-25	PRJNA482748	SAMN09734217	QSAI00000000	Bacteroides vulgatus 
AF12-28	PRJNA482748	SAMN09734218	QUHP00000000	Clostridium sp. AF12-28
AF12-30	PRJNA482748	SAMN09734219	QTXP00000000	Firmicutes bacterium AF12-30
AF12-41	PRJNA482748	SAMN09734220	QTXO00000000	Clostridium sp. AF12-41
AF12-42	PRJNA482748	SAMN09734221	QSAH00000000	Megamonas funiformis 
AF12-5	PRJNA482748	SAMN09734222	QTXN00000000	Ruminococcus sp. AF12-5
AF12-50	PRJNA482748	SAMN09734223	QSAG00000000	Prevotella copri 
AF12-7	PRJNA482748	SAMN09734224	QSAF00000000	Bacteroides stercoris 
AF12-8	PRJNA482748	SAMN09734225	QSAE00000000	[Eubacterium] rectale 
AF12-8A-LB	PRJNA482748	SAMN09734226	QSAD00000000	Bifidobacterium pseudocatenulatum 
AF12-8LB-d	PRJNA482748	SAMN09734227	QSAC00000000	Bifidobacterium pseudocatenulatum 
AF13-13-H	PRJNA482748	SAMN09734228	QSAB00000000	Escherichia coli 
AF13-14A	PRJNA482748	SAMN09734229	QSAA00000000	[Ruminococcus] gnavus 
AF13-15	PRJNA482748	SAMN09734230	QUHO00000000	Coprobacillus sp. AF13-15
AF13-16	PRJNA482748	SAMN09734231	QUHN00000000	Blautia sp. AF13-16
AF13-2	PRJNA482748	SAMN09734232	QTMT00000000	Veillonella sp. AF13-2
AF13-25	PRJNA482748	SAMN09734233	QUHM00000000	Coprobacillus sp. AF13-25
AF13-28	PRJNA482748	SAMN09734234	QRZZ00000000	Ruminococcus sp. AF13-28
AF13-34	PRJNA482748	SAMN09734235	QRZY00000000	Bifidobacterium longum 
AF13-35	PRJNA482748	SAMN09734236	QVEY00000000	Streptococcus pasteurianus 
AF13-37	PRJNA482748	SAMN09734237	QRZX00000000	Ruminococcus sp. AF13-37
AF13-3-H	PRJNA482748	SAMN09734238	QRZW00000000	Enterococcus asini 
AF13-3LB	PRJNA482748	SAMN09734239	QRZV00000000	Bifidobacterium pseudolongum 
AF13-41	PRJNA482748	SAMN09734240	QRZU00000000	Bifidobacterium longum 
AF13-49B	PRJNA482748	SAMN09734241	QRZT00000000	Streptococcus salivarius 
AF13-4LB	PRJNA482748	SAMN09734242	QUHL00000000	Coprobacillus sp. AF13-4LB
AF13-53	PRJNA482748	SAMN09734243	QRZS00000000	Bacteroides vulgatus 
AF14-10	PRJNA482748	SAMN09734244	QRZR00000000	Ruminococcus sp. AF14-10
AF14-13AC	PRJNA482748	SAMN09734245	QRZQ00000000	Bacteroides ovatus 
AF14-14	PRJNA482748	SAMN09734246	QRZP00000000	Bacteroides uniformis 
AF14-14AC	PRJNA482748	SAMN09734247	QRZO00000000	Bacteroides fragilis 
AF14-15AC	PRJNA482748	SAMN09734248	QRZN00000000	Escherichia coli 
AF14-18	PRJNA482748	SAMN09734249	QRZM00000000	[Clostridium] bolteae 
AF14-19	PRJNA482748	SAMN09734250	QTXM00000000	Alistipes sp. AF14-19
AF14-1AC	PRJNA482748	SAMN09734251	QRZL00000000	Bacteroides dorei 
AF14-20	PRJNA482748	SAMN09734252	QRZK00000000	Bacteroides thetaiotaomicron 
AF14-22	PRJNA482748	SAMN09734253	QRZJ00000000	Bifidobacterium longum 
AF14-23	PRJNA482748	SAMN09734254	QRZI00000000	Blautia obeum 
AF14-26	PRJNA482748	SAMN09734255	QRZH00000000	Bacteroides fragilis 
AF14-27	PRJNA482748	SAMN09734256	QRZG00000000	Bacteroides clarus 
AF14-32	PRJNA482748	SAMN09734257	QRZF00000000	Bacteroides intestinalis 
AF14-34	PRJNA482748	SAMN09734258	QRZE00000000	Bifidobacterium longum 
AF14-35	PRJNA482748	SAMN09734259	QRZD00000000	Collinsella sp. AF14-35
AF14-40	PRJNA482748	SAMN09734260	QUHK00000000	Blautia sp. AF14-40
AF14-42	PRJNA482748	SAMN09734261	QRZC00000000	Bacteroides uniformis 
AF14-43	PRJNA482748	SAMN09734262	QVGX00000000	Subdoligranulum sp. AF14-43
AF14-44	PRJNA482748	SAMN09734263	QRZB00000000	Bacteroides clarus 
AF14-46	PRJNA482748	SAMN09734264	QUHJ00000000	Bacteroides sp. AF14-46
AF14-49	PRJNA482748	SAMN09734265	QRZA00000000	Butyricimonas virosa 
AF14-4AC	PRJNA482748	SAMN09734266	QRYZ00000000	Parabacteroides distasonis 
AF14-5	PRJNA482748	SAMN09734267	QUHI00000000	Ruminococcus sp. AF14-5
AF14-52	PRJNA482748	SAMN09734268	QRYY00000000	Blautia obeum 
AF14-56	PRJNA482748	SAMN09734269	QRYX00000000	Bifidobacterium adolescentis 
AF14-59	PRJNA482748	SAMN09734270	QUHH00000000	Parabacteroides sp. AF14-59
AF14-6AC	PRJNA482748	SAMN09734271	QRYW00000000	Odoribacter splanchnicus 
AF14-7	PRJNA482748	SAMN09734272	QRYV00000000	Bacteroides xylanisolvens 
AF14-7LB	PRJNA482748	SAMN09734273	QRYU00000000	Escherichia coli 
AF14-8	PRJNA482748	SAMN09734274	QRYT00000000	Bacteroides vulgatus 
AF14-9AC	PRJNA482748	SAMN09734275	QVMB00000000	Sellimonas intestinalis 
AF15-10LB	PRJNA482748	SAMN09734276	QRYS00000000	Bacteroides fragilis 
AF15-14LB	PRJNA482748	SAMN09734277	QTMS00000000	Bacteroides sp. AF15-14LB
AF15-17LB	PRJNA482748	SAMN09734278	QRYR00000000	Clostridium sp. AF15-17LB
AF15-20	PRJNA482748	SAMN09734279	QRYQ00000000	Holdemanella biformis 
AF15-21	PRJNA482748	SAMN09734280	QUHG00000000	Roseburia sp. AF15-21
AF15-23LB	PRJNA482748	SAMN09734281	QTMR00000000	Bacteroides sp. AF15-23LB
AF15-25	PRJNA482748	SAMN09734282	QRYP00000000	Prevotella copri 
AF15-26LB	PRJNA482748	SAMN09734283	QVGW00000000	Erysipelotrichaceae bacterium AF15-26LB
AF15-3	PRJNA482748	SAMN09734284	QRYO00000000	Bifidobacterium adolescentis 
AF15-30	PRJNA482748	SAMN09734285	QUHF00000000	Coprobacillus sp. AF15-30
AF15-31	PRJNA482748	SAMN09734286	QTXL00000000	Clostridium sp. AF15-31
AF15-36	PRJNA482748	SAMN09734287	QRYN00000000	Ruminococcus bromii 
AF15-40	PRJNA482748	SAMN09734288	QUHE00000000	Butyricicoccus sp. AF15-40
AF15-40LB	PRJNA482748	SAMN09734289	QRYM00000000	Lactobacillus fermentum 
AF15-41	PRJNA482748	SAMN09734290	QTMQ00000000	Clostridium sp. AF15-41
AF15-43LB	PRJNA482748	SAMN09734291	QRYL00000000	Olsenella sp. AF15-43LB
AF15-44LB	PRJNA482748	SAMN09734292	QRYK00000000	Sutterella sp. AF15-44LB
AF15-45LB	PRJNA482748	SAMN09734293	QRYJ00000000	Sutterella sp. AF15-45LB
AF15-47	PRJNA482748	SAMN09734294	QRYI00000000	Odoribacter splanchnicus 
AF15-49	PRJNA482748	SAMN09734295	QTXK00000000	Clostridium sp. AF15-49
AF15-5	PRJNA482748	SAMN09734296	QRYH00000000	Holdemanella biformis 
AF15-50	PRJNA482748	SAMN09734297	QUHD00000000	Eubacterium sp. AF15-50
AF15-51	PRJNA482748	SAMN09734298	QRYG00000000	Collinsella sp. AF15-51
AF15-53	PRJNA482748	SAMN09734299	QUHC00000000	Odoribacter sp. AF15-53
AF15-6A	PRJNA482748	SAMN09734300	QRYF00000000	Bacteroides vulgatus 
AF15-6B	PRJNA482748	SAMN09734301	QTXJ00000000	Clostridium sp. AF15-6B
AF15-8	PRJNA482748	SAMN09734302	QRYE00000000	Paraprevotella clara 
AF16-11	PRJNA482748	SAMN09734303	QRYD00000000	Bacteroides vulgatus 
AF16-14	PRJNA482748	SAMN09734304	QRYC00000000	Odoribacter splanchnicus 
AF16-14LB	PRJNA482748	SAMN09734305	QRYB00000000	Olsenella sp. AF16-14LB
AF16-15	PRJNA482748	SAMN09734306	QTXI00000000	Firmicutes bacterium AF16-15
AF16-22	PRJNA482748	SAMN09734307	QTXH00000000	Coprococcus sp. AF16-22
AF16-22LB	PRJNA482748	SAMN09734308	QRYA00000000	Lactobacillus fermentum 
AF16-25	PRJNA482748	SAMN09734309	QTXG00000000	Clostridium sp. AF16-25
AF16-29	PRJNA482748	SAMN09734310	QTMP00000000	Bacteroides sp. AF16-29
AF16-30	PRJNA482748	SAMN09734311	QRXZ00000000	Bacteroides stercoris 
AF16-31	PRJNA482748	SAMN09734312	QRXY00000000	Coprococcus comes 
AF16-40	PRJNA482748	SAMN09734313	QTXF00000000	Ruminococcus sp. AF16-40
AF16-47	PRJNA482748	SAMN09734314	QTXE00000000	Coprobacillus sp. AF16-47
AF16-48	PRJNA482748	SAMN09734315	QUHB00000000	Eubacterium sp. AF16-48
AF16-49	PRJNA482748	SAMN09734316	QUHA00000000	Bacteroides sp. AF16-49
AF16-5	PRJNA482748	SAMN09734317	QUGZ00000000	Coprococcus sp. AF16-5
AF16-50	PRJNA482748	SAMN09734318	QTXD00000000	Ruminococcus sp. AF16-50
AF16-7	PRJNA482748	SAMN09734319	QTMO00000000	Bacteroides sp. AF16-7
AF16-8	PRJNA482748	SAMN09734320	QRXX00000000	Collinsella sp. AF16-8
AF17-1	PRJNA482748	SAMN09734321	QTMN00000000	Bacteroides sp. AF17-1
AF17-11	PRJNA482748	SAMN09734322	QTXC00000000	Ruminococcus sp. AF17-11
AF17-11AC	PRJNA482748	SAMN09734323	QTXB00000000	Coprobacillus sp. AF17-11AC
AF17-12	PRJNA482748	SAMN09734324	QUGY00000000	Ruminococcus sp. AF17-12
AF17-14	PRJNA482748	SAMN09734325	QRXW00000000	Alistipes indistinctus 
AF17-16	PRJNA482748	SAMN09734326	QUGX00000000	Alistipes sp. AF17-16
AF17-17AC	PRJNA482748	SAMN09734327	QTXA00000000	Coprobacillus sp. AF17-17AC
AF17-1AC	PRJNA482748	SAMN09734328	QTWZ00000000	Ruminococcus sp. AF17-1AC
AF17-2	PRJNA482748	SAMN09734329	QUGW00000000	Clostridium sp. AF17-2
AF17-20	PRJNA482748	SAMN09734330	QRXV00000000	Bacteroides uniformis 
AF17-20AC	PRJNA482748	SAMN09734331	QRXU00000000	Bifidobacterium pseudocatenulatum 
AF17-21AC	PRJNA482748	SAMN09734332	QTWY00000000	Clostridium sp. AF17-21AC
AF17-22AC	PRJNA482748	SAMN09734333	QRXT00000000	Ruminococcus sp. AF17-22AC
AF17-24	PRJNA482748	SAMN09734334	QTWX00000000	Ruminococcus sp. AF17-24
AF17-25	PRJNA482748	SAMN09734335	QRXS00000000	Bacteroides cellulosilyticus 
AF17-27	PRJNA482748	SAMN09734336	QRXR00000000	[Eubacterium] rectale 
AF17-28	PRJNA482748	SAMN09734337	QUGV00000000	Parabacteroides sp. AF17-28
AF17-3	PRJNA482748	SAMN09734338	QTMM00000000	Parabacteroides sp. AF17-3
AF17-4	PRJNA482748	SAMN09734339	QRXQ00000000	Escherichia coli 
AF17-5AC	PRJNA482748	SAMN09734340	QRXP00000000	Bacteroides faecis 
AF17-6	PRJNA482748	SAMN09734341	QTWW00000000	Ruminococcus sp. AF17-6
AF17-6LB	PRJNA482748	SAMN09734342	QTWV00000000	Ruminococcus sp. AF17-6LB
AF17-7	PRJNA482748	SAMN09734343	QTWU00000000	Eubacterium sp. AF17-7
AF17-8AC	PRJNA482748	SAMN09734344	QRXO00000000	Dorea longicatena 
AF17-8LB	PRJNA482748	SAMN09734345	QRXN00000000	Escherichia coli 
AF17-9	PRJNA482748	SAMN09734346	QRXM00000000	[Clostridium] leptum 
AF17-9LB	PRJNA482748	SAMN09734347	QUGU00000000	Blautia sp. AF17-9LB
AF18-1	PRJNA482748	SAMN09734348	QRXL00000000	Bacteroides eggerthii 
AF18-10	PRJNA482748	SAMN09734349	QRXK00000000	Parabacteroides distasonis 
AF18-12LB	PRJNA482748	SAMN09734350	QRXJ00000000	Coprococcus comes 
AF18-14	PRJNA482748	SAMN09734351	QRXI00000000	Bacteroides vulgatus 
AF18-15LB	PRJNA482748	SAMN09734352	QRXH00000000	Coprobacillus sp. AF18-15LB
AF18-16LB	PRJNA482748	SAMN09734353	QRXG00000000	[Eubacterium] rectale 
AF18-18LB	PRJNA482748	SAMN09734354	QRXF00000000	[Eubacterium] rectale 
AF18-22	PRJNA482748	SAMN09734355	QRXE00000000	Ruminococcus sp. AF18-22
AF18-23LB	PRJNA482748	SAMN09734356	QRXD00000000	Escherichia coli 
AF18-27	PRJNA482748	SAMN09734357	QUGT00000000	Clostridium sp. AF18-27
AF18-29	PRJNA482748	SAMN09734358	QTWT00000000	Ruminococcus sp. AF18-29
AF18-2AC	PRJNA482748	SAMN09734359	QRXC00000000	Bifidobacterium pseudocatenulatum 
AF18-3	PRJNA482748	SAMN09734360	QVGV00000000	Eubacterium sp. AF18-3
AF18-31LB	PRJNA482748	SAMN09734361	QUGS00000000	Clostridiaceae bacterium AF18-31LB
AF18-33	PRJNA482748	SAMN09734362	QTML00000000	Bacteroides sp. AF18-33
AF18-33LB	PRJNA482748	SAMN09734363	QRXB00000000	Collinsella sp. AF18-33LB
AF18-35LB	PRJNA482748	SAMN09734364	QRXA00000000	[Clostridium] innocuum 
AF18-38	PRJNA482748	SAMN09734365	QRWZ00000000	Streptococcus anginosus 
AF18-40	PRJNA482748	SAMN09734366	QRWY00000000	Coprobacillus sp. AF18-40
AF18-46	PRJNA482748	SAMN09734367	QRWX00000000	Solobacterium moorei 
AF18-47	PRJNA482748	SAMN09734368	QRWW00000000	[Eubacterium] eligens 
AF18-48	PRJNA482748	SAMN09734369	QTMK00000000	Coprococcus sp. AF18-48
AF18-52	PRJNA482748	SAMN09734370	QUGR00000000	Parabacteroides sp. AF18-52
AF18-8	PRJNA482748	SAMN09734371	QRWV00000000	Collinsella sp. AF18-8
AF18-8LB	PRJNA482748	SAMN09734372	QRWU00000000	Collinsella sp. AF18-8LB
AF19-1	PRJNA482748	SAMN09734373	QUGQ00000000	Blautia sp. AF19-1
AF19-10AC	PRJNA482748	SAMN09734374	QRWT00000000	Bacteroides intestinalis 
AF19-10LB	PRJNA482748	SAMN09734375	QTWS00000000	Blautia sp. AF19-10LB
AF19-12LB	PRJNA482748	SAMN09734376	QUGP00000000	Eubacterium sp. AF19-12LB
AF19-13	PRJNA482748	SAMN09734377	QRWS00000000	Dorea formicigenerans 
AF19-13AC	PRJNA482748	SAMN09734378	QTJW00000000	Hungatella hathewayi 
AF19-13LB	PRJNA482748	SAMN09734379	QUGO00000000	Blautia sp. AF19-13LB
AF19-14	PRJNA482748	SAMN09734380	QTMJ00000000	Parabacteroides sp. AF19-14
AF19-15	PRJNA482748	SAMN09734381	QTWR00000000	Ruminococcus sp. AF19-15
AF19-16	PRJNA482748	SAMN09734382	QRWR00000000	Bacteroides vulgatus 
AF19-16AC	PRJNA482748	SAMN09734383	QRWQ00000000	[Ruminococcus] gnavus 
AF19-17	PRJNA482748	SAMN09734384	QVGU00000000	Eubacterium sp. AF19-17
AF19-1AC	PRJNA482748	SAMN09734385	QRWP00000000	Bacteroides clarus 
AF19-1LB	PRJNA482748	SAMN09734386	QRWO00000000	Collinsella sp. AF19-1LB
AF19-2	PRJNA482748	SAMN09734387	QRWN00000000	Bacteroides stercoris 
AF19-21	PRJNA482748	SAMN09734388	QVIA00000000	Hungatella hathewayi 
AF19-21AC	PRJNA482748	SAMN09734389	QRWM00000000	Erysipelatoclostridium ramosum 
AF19-22AC	PRJNA482748	SAMN09734390	QUGN00000000	Clostridium sp. AF19-22AC
AF19-23	PRJNA482748	SAMN09734391	QRWL00000000	Bacteroides uniformis 
AF19-24AC	PRJNA482748	SAMN09734392	QVGT00000000	Erysipelotrichaceae bacterium AF19-24AC
AF19-29	PRJNA482748	SAMN09734393	QUGM00000000	Ruminococcus sp. AF19-29
AF19-2LB	PRJNA482748	SAMN09734394	QUGL00000000	Firmicutes bacterium AF19-2LB
AF19-3	PRJNA482748	SAMN09734395	QUGK00000000	Coprobacillus sp. AF19-3
AF19-34	PRJNA482748	SAMN09734396	QUGJ00000000	Blautia sp. AF19-34
AF19-3AC	PRJNA482748	SAMN09734397	QRWK00000000	[Eubacterium] rectale 
AF19-3LB	PRJNA482748	SAMN09734398	QRWJ00000000	Bacteroides uniformis 
AF19-4	PRJNA482748	SAMN09734399	QRWI00000000	[Eubacterium] rectale 
AF19-4AC	PRJNA482748	SAMN09734400	QRWH00000000	Dorea formicigenerans 
AF19-4LB	PRJNA482748	SAMN09734401	QTWQ00000000	Ruminococcus sp. AF19-4LB
AF19-7AC	PRJNA482748	SAMN09734402	QRWG00000000	Collinsella sp. AF19-7AC
AF19-8	PRJNA482748	SAMN09734403	QRWF00000000	Parabacteroides merdae 
AF19-8AC	PRJNA482748	SAMN09734404	QTMI00000000	Coprococcus sp. AF19-8AC
AF19-9AC	PRJNA482748	SAMN09734405	QUGI00000000	Pseudoflavonifractor sp. AF19-9AC
AF19-9LB	PRJNA482748	SAMN09734406	QVEX00000000	[Clostridium] aldenense 
AF20-10	PRJNA482748	SAMN09734407	QRWE00000000	Bacteroides vulgatus 
AF20-12LB	PRJNA482748	SAMN09734408	QUGH00000000	Ruminococcus sp. AF20-12LB
AF20-13LB	PRJNA482748	SAMN09734409	QTMH00000000	Bacteroides sp. AF20-13LB
AF20-14LB	PRJNA482748	SAMN09734410	QRWD00000000	Collinsella sp. AF20-14LB
AF20-17LB	PRJNA482748	SAMN09734411	QUGG00000000	Clostridium sp. AF20-17LB
AF20-18LB	PRJNA482748	SAMN09734412	QTWP00000000	Roseburia sp. AF20-18LB
AF20-1LB	PRJNA482748	SAMN09734413	QRWC00000000	Bacteroides vulgatus 
AF20-20AC	PRJNA482748	SAMN09734414	QRWB00000000	Bifidobacterium pseudocatenulatum 
AF20-7	PRJNA482748	SAMN09734415	QUGF00000000	Clostridium sp. AF20-7
AF20-7LB	PRJNA482748	SAMN09734416	QRWA00000000	Erysipelatoclostridium ramosum 
AF20-9LB	PRJNA482748	SAMN09734417	QRVZ00000000	Bacteroides ovatus 
AF21-10LB	PRJNA482748	SAMN09734418	QRVY00000000	Ruminococcus bromii 
AF21-11	PRJNA482748	SAMN09734419	QTWO00000000	Ruminococcus sp. AF21-11
AF21-14LB	PRJNA482748	SAMN09734420	QRVX00000000	Coprococcus sp. AF21-14LB
AF21-18	PRJNA482748	SAMN09734421	QUGE00000000	Peptoclostridium sp. AF21-18
AF21-1AC	PRJNA482748	SAMN09734422	QRVW00000000	Mitsuokella sp. AF21-1AC
AF21-20LB	PRJNA482748	SAMN09734423	QUGD00000000	Clostridium sp. AF21-20LB
AF21-24	PRJNA482748	SAMN09734424	QRVV00000000	Blautia obeum 
AF21-25	PRJNA482748	SAMN09734425	QRVU00000000	Dorea formicigenerans 
AF21-27	PRJNA482748	SAMN09734426	QRVT00000000	Bifidobacterium adolescentis 
AF21-3	PRJNA482748	SAMN09734427	QUGC00000000	Ruminococcus sp. AF21-3
AF21-31	PRJNA482748	SAMN09734428	QRVS00000000	Roseburia inulinivorans 
AF21-41	PRJNA482748	SAMN09734429	QTWN00000000	Odoribacter sp. AF21-41
AF21-42	PRJNA482748	SAMN09734430	QUGB00000000	Ruminococcus sp. AF21-42
AF21-43	PRJNA482748	SAMN09734431	QTMG00000000	Parabacteroides sp. AF21-43
AF21-45	PRJNA482748	SAMN09734432	QRVR00000000	Bacteroides vulgatus 
AF21-51	PRJNA482748	SAMN09734433	QRVQ00000000	Olsenella sp. AF21-51
AF21-53	PRJNA482748	SAMN09734434	QRVP00000000	Bacteroides uniformis 
AF21-6AC	PRJNA482748	SAMN09734435	QRVO00000000	Bacteroides xylanisolvens 
AF21-8LB	PRJNA482748	SAMN09734436	QUGA00000000	Coprobacillus sp. AF21-8LB
AF22-1	PRJNA482748	SAMN09734437	QRVN00000000	Prevotella copri 
AF22-10	PRJNA482748	SAMN09734438	QUFZ00000000	Clostridium sp. AF22-10
AF22-10AC	PRJNA482748	SAMN09734439	QRVM00000000	Holdemanella biformis 
AF22-12AC	PRJNA482748	SAMN09734440	QRVL00000000	Roseburia hominis 
AF22-21	PRJNA482748	SAMN09734441	QRVK00000000	Coprococcus eutactus 
AF22-28AC	PRJNA482748	SAMN09734442	QUFY00000000	Butyricicoccus sp. AF22-28AC
AF22-2LB	PRJNA482748	SAMN09734443	QTWM00000000	Roseburia sp. AF22-2LB
AF22-3AC	PRJNA482748	SAMN09734444	QRVJ00000000	Bacteroides cellulosilyticus 
AF22-5LB	PRJNA482748	SAMN09734445	QUFX00000000	Blautia sp. AF22-5LB
AF22-6AC	PRJNA482748	SAMN09734446	QUFW00000000	Firmicutes bacterium AF22-6AC
AF22-8AC	PRJNA482748	SAMN09734447	QTWL00000000	Roseburia sp. AF22-8AC
AF22-8LB	PRJNA482748	SAMN09734448	QRVI00000000	Eubacterium sp. AF22-8LB
AF22-9	PRJNA482748	SAMN09734449	QRVH00000000	Eubacterium sp. AF22-9
AF23-2	PRJNA482748	SAMN09734450	QRVG00000000	Collinsella sp. AF23-2
AF23-3LB	PRJNA482748	SAMN09734451	QRVF00000000	Collinsella sp. AF23-3LB
AF23-4AC	PRJNA482748	SAMN09734452	QRVE00000000	Collinsella sp. AF23-4AC
AF23-6	PRJNA482748	SAMN09734453	QRVD00000000	Collinsella sp. AF23-6
AF23-6LB	PRJNA482748	SAMN09734454	QTWK00000000	Clostridium sp. AF23-6LB
AF23-8	PRJNA482748	SAMN09734455	QUFV00000000	Clostridium sp. AF23-8
AF23-9AC	PRJNA482748	SAMN09734456	QRVC00000000	Streptococcus salivarius 
AF24-10LB	PRJNA482748	SAMN09734457	QRVB00000000	Blautia obeum 
AF24-12	PRJNA482748	SAMN09734458	QRVA00000000	Prevotella copri 
AF24-13	PRJNA482748	SAMN09734459	QRUZ00000000	[Clostridium] bolteae 
AF24-16	PRJNA482748	SAMN09734460	QTWJ00000000	Ruminococcus sp. AF24-16
AF24-16AC	PRJNA482748	SAMN09734461	QRUY00000000	Bacteroides plebeius 
AF24-17	PRJNA482748	SAMN09734462	QRUX00000000	[Eubacterium] rectale 
AF24-19	PRJNA482748	SAMN09734463	QRUW00000000	Bacillus coagulans 
AF24-19AC	PRJNA482748	SAMN09734464	QUFU00000000	Butyricicoccus sp. AF24-19AC
AF24-19LB	PRJNA482748	SAMN09734465	QRUV00000000	Bacteroides thetaiotaomicron 
AF24-1LB	PRJNA482748	SAMN09734466	QTWI00000000	Coprobacillus sp. AF24-1LB
AF24-2	PRJNA482748	SAMN09734467	QRUU00000000	Bacteroides coprocola 
AF24-20AC	PRJNA482748	SAMN09734468	QRUT00000000	Bacteroides plebeius 
AF24-21	PRJNA482748	SAMN09734469	QRUS00000000	Bacillus coagulans 
AF24-23LB	PRJNA482748	SAMN09734470	QRUR00000000	[Ruminococcus] gnavus 
