AF10-16	PRJNA482748	SAMN09734199	QUHT00000000	Ruminococcaceae bacterium AF10-16	2292180
AF10-17	PRJNA482748	SAMN09734200	QSAV00000000	Prevotella copri	165179
AF10-23	PRJNA482748	SAMN09734201	QSAU00000000	Streptococcus salivarius	1304
AF10-3	PRJNA482748	SAMN09734202	QUHS00000000	Butyricicoccus sp. AF10-3	2292196
AF10-31	PRJNA482748	SAMN09734203	QSAT00000000	Holdemanella biformis	1735
AF10-46	PRJNA482748	SAMN09734204	QVGY00000000	Faecalibacterium sp. AF10-46	2302955
AF11-11	PRJNA482748	SAMN09734205	QSAS00000000	Collinsella sp. AF11-11	2292212
AF11-12	PRJNA482748	SAMN09734206	QSAR00000000	Bifidobacterium longum	216816
AF11-14	PRJNA482748	SAMN09734207	QSAQ00000000	Prevotella copri	165179
AF11-18	PRJNA482748	SAMN09734208	QSAP00000000	Bifidobacterium pseudocatenulatum	28026
AF11-25B	PRJNA482748	SAMN09734209	QSAO00000000	Bifidobacterium bifidum	1681
AF11-32-H	PRJNA482748	SAMN09734210	QSAN00000000	Enterococcus durans	53345
AF11-41	PRJNA482748	SAMN09734211	QSAM00000000	Bifidobacterium longum	216816
AF11-4-H	PRJNA482748	SAMN09734212	QSAL00000000	Lactobacillus fermentum	1613
AF12-10-6.0	PRJNA482748	SAMN09734213	QSAK00000000	Bifidobacterium pseudocatenulatum	28026
AF12-11	PRJNA482748	SAMN09734214	QSAJ00000000	Dorea formicigenerans	39486
AF12-17LB	PRJNA482748	SAMN09734215	QUHR00000000	Roseburia sp. AF12-17LB	2293127
AF12-19	PRJNA482748	SAMN09734216	QUHQ00000000	Clostridium sp. AF12-19	2292200
AF12-25	PRJNA482748	SAMN09734217	QSAI00000000	Bacteroides vulgatus	821
AF12-28	PRJNA482748	SAMN09734218	QUHP00000000	Clostridium sp. AF12-28	2292201
AF12-30	PRJNA482748	SAMN09734219	QTXP00000000	Firmicutes bacterium AF12-30	2292884
AF12-41	PRJNA482748	SAMN09734220	QTXO00000000	Clostridium sp. AF12-41	2292994
AF12-42	PRJNA482748	SAMN09734221	QSAH00000000	Megamonas funiformis	437897
AF12-5	PRJNA482748	SAMN09734222	QTXN00000000	Ruminococcus sp. AF12-5	2293146
AF12-50	PRJNA482748	SAMN09734223	QSAG00000000	Prevotella copri	165179
AF12-7	PRJNA482748	SAMN09734224	QSAF00000000	Bacteroides stercoris	46506
AF12-8	PRJNA482748	SAMN09734225	QSAE00000000	[Eubacterium] rectale	39491
AF12-8A-LB	PRJNA482748	SAMN09734226	QSAD00000000	Bifidobacterium pseudocatenulatum	28026
AF12-8LB-d	PRJNA482748	SAMN09734227	QSAC00000000	Bifidobacterium pseudocatenulatum	28026
AF13-13-H	PRJNA482748	SAMN09734228	QSAB00000000	Escherichia coli	562
AF13-14A	PRJNA482748	SAMN09734229	QSAA00000000	[Ruminococcus] gnavus	33038
AF13-15	PRJNA482748	SAMN09734230	QUHO00000000	Coprobacillus sp. AF13-15	2293058
AF13-16	PRJNA482748	SAMN09734231	QUHN00000000	Blautia sp. AF13-16	2292195
AF13-2	PRJNA482748	SAMN09734232	QTMT00000000	Veillonella sp. AF13-2	2293250
AF13-25	PRJNA482748	SAMN09734233	QUHM00000000	Coprobacillus sp. AF13-25	2293059
AF13-28	PRJNA482748	SAMN09734234	QRZZ00000000	Ruminococcus sp. AF13-28	2292245
AF13-34	PRJNA482748	SAMN09734235	QRZY00000000	Bifidobacterium longum	216816
AF13-35	PRJNA482748	SAMN09734236	QVEY00000000	Streptococcus pasteurianus	197614
AF13-37	PRJNA482748	SAMN09734237	QRZX00000000	Ruminococcus sp. AF13-37	2292246
AF13-3-H	PRJNA482748	SAMN09734238	QRZW00000000	Enterococcus asini	57732
AF13-3LB	PRJNA482748	SAMN09734239	QRZV00000000	Bifidobacterium pseudolongum	1694
AF13-41	PRJNA482748	SAMN09734240	QRZU00000000	Bifidobacterium longum	216816
AF13-49B	PRJNA482748	SAMN09734241	QRZT00000000	Streptococcus salivarius	1304
AF13-4LB	PRJNA482748	SAMN09734242	QUHL00000000	Coprobacillus sp. AF13-4LB	2293060
AF13-53	PRJNA482748	SAMN09734243	QRZS00000000	Bacteroides vulgatus	821
AF14-10	PRJNA482748	SAMN09734244	QRZR00000000	Ruminococcus sp. AF14-10	2292247
AF14-13AC	PRJNA482748	SAMN09734245	QRZQ00000000	Bacteroides ovatus	28116
AF14-14	PRJNA482748	SAMN09734246	QRZP00000000	Bacteroides uniformis	820
AF14-14AC	PRJNA482748	SAMN09734247	QRZO00000000	Bacteroides fragilis	817
AF14-15AC	PRJNA482748	SAMN09734248	QRZN00000000	Escherichia coli	562
AF14-18	PRJNA482748	SAMN09734249	QRZM00000000	[Clostridium] bolteae	208479
AF14-19	PRJNA482748	SAMN09734250	QTXM00000000	Alistipes sp. AF14-19	2292910
AF14-1AC	PRJNA482748	SAMN09734251	QRZL00000000	Bacteroides dorei	357276
AF14-20	PRJNA482748	SAMN09734252	QRZK00000000	Bacteroides thetaiotaomicron	818
AF14-22	PRJNA482748	SAMN09734253	QRZJ00000000	Bifidobacterium longum	216816
AF14-23	PRJNA482748	SAMN09734254	QRZI00000000	Blautia obeum	40520
AF14-26	PRJNA482748	SAMN09734255	QRZH00000000	Bacteroides fragilis	817
AF14-27	PRJNA482748	SAMN09734256	QRZG00000000	Bacteroides clarus	626929
AF14-32	PRJNA482748	SAMN09734257	QRZF00000000	Bacteroides intestinalis	329854
AF14-34	PRJNA482748	SAMN09734258	QRZE00000000	Bifidobacterium longum	216816
AF14-35	PRJNA482748	SAMN09734259	QRZD00000000	Collinsella sp. AF14-35	2292213
AF14-40	PRJNA482748	SAMN09734260	QUHK00000000	Blautia sp. AF14-40	2292958
AF14-42	PRJNA482748	SAMN09734261	QRZC00000000	Bacteroides uniformis	820
AF14-43	PRJNA482748	SAMN09734262	QVGX00000000	Subdoligranulum sp. AF14-43	2302959
AF14-44	PRJNA482748	SAMN09734263	QRZB00000000	Bacteroides clarus	626929
AF14-46	PRJNA482748	SAMN09734264	QUHJ00000000	Bacteroides sp. AF14-46	2292914
AF14-49	PRJNA482748	SAMN09734265	QRZA00000000	Butyricimonas virosa	544645
AF14-4AC	PRJNA482748	SAMN09734266	QRYZ00000000	Parabacteroides distasonis	823
AF14-5	PRJNA482748	SAMN09734267	QUHI00000000	Ruminococcus sp. AF14-5	2293147
AF14-52	PRJNA482748	SAMN09734268	QRYY00000000	Blautia obeum	40520
AF14-56	PRJNA482748	SAMN09734269	QRYX00000000	Bifidobacterium adolescentis	1680
AF14-59	PRJNA482748	SAMN09734270	QUHH00000000	Parabacteroides sp. AF14-59	2292240
AF14-6AC	PRJNA482748	SAMN09734271	QRYW00000000	Odoribacter splanchnicus	28118
AF14-7	PRJNA482748	SAMN09734272	QRYV00000000	Bacteroides xylanisolvens	371601
AF14-7LB	PRJNA482748	SAMN09734273	QRYU00000000	Escherichia coli	562
AF14-8	PRJNA482748	SAMN09734274	QRYT00000000	Bacteroides vulgatus	821
AF14-9AC	PRJNA482748	SAMN09734275	QVMB00000000	Sellimonas intestinalis	1653434
AF15-10LB	PRJNA482748	SAMN09734276	QRYS00000000	Bacteroides fragilis	817
AF15-14LB	PRJNA482748	SAMN09734277	QTMS00000000	Bacteroides sp. AF15-14LB	2292915
AF15-17LB	PRJNA482748	SAMN09734278	QRYR00000000	Clostridium sp. AF15-17LB	2292202
AF15-20	PRJNA482748	SAMN09734279	QRYQ00000000	Holdemanella biformis	1735
AF15-21	PRJNA482748	SAMN09734280	QUHG00000000	Roseburia sp. AF15-21	2293128
AF15-23LB	PRJNA482748	SAMN09734281	QTMR00000000	Bacteroides sp. AF15-23LB	2292916
AF15-25	PRJNA482748	SAMN09734282	QRYP00000000	Prevotella copri	165179
AF15-26LB	PRJNA482748	SAMN09734283	QVGW00000000	Erysipelotrichaceae bacterium AF15-26LB	2302975
AF15-3	PRJNA482748	SAMN09734284	QRYO00000000	Bifidobacterium adolescentis	1680
AF15-30	PRJNA482748	SAMN09734285	QUHF00000000	Coprobacillus sp. AF15-30	2293061
AF15-31	PRJNA482748	SAMN09734286	QTXL00000000	Clostridium sp. AF15-31	2292995
AF15-36	PRJNA482748	SAMN09734287	QRYN00000000	Ruminococcus bromii	40518
AF15-40	PRJNA482748	SAMN09734288	QUHE00000000	Butyricicoccus sp. AF15-40	2292197
AF15-40LB	PRJNA482748	SAMN09734289	QRYM00000000	Lactobacillus fermentum	1613
AF15-41	PRJNA482748	SAMN09734290	QTMQ00000000	Clostridium sp. AF15-41	2292996
AF15-43LB	PRJNA482748	SAMN09734291	QRYL00000000	Olsenella sp. AF15-43LB	2292237
AF15-44LB	PRJNA482748	SAMN09734292	QRYK00000000	Sutterella sp. AF15-44LB	2292253
AF15-45LB	PRJNA482748	SAMN09734293	QRYJ00000000	Sutterella sp. AF15-45LB	2292254
AF15-47	PRJNA482748	SAMN09734294	QRYI00000000	Odoribacter splanchnicus	28118
AF15-49	PRJNA482748	SAMN09734295	QTXK00000000	Clostridium sp. AF15-49	2292997
AF15-5	PRJNA482748	SAMN09734296	QRYH00000000	Holdemanella biformis	1735
AF15-50	PRJNA482748	SAMN09734297	QUHD00000000	Eubacterium sp. AF15-50	2293103
AF15-51	PRJNA482748	SAMN09734298	QRYG00000000	Collinsella sp. AF15-51	2292214
AF15-53	PRJNA482748	SAMN09734299	QUHC00000000	Odoribacter sp. AF15-53	2292236
AF15-6A	PRJNA482748	SAMN09734300	QRYF00000000	Bacteroides vulgatus	821
AF15-6B	PRJNA482748	SAMN09734301	QTXJ00000000	Clostridium sp. AF15-6B	2292998
AF15-8	PRJNA482748	SAMN09734302	QRYE00000000	Paraprevotella clara	454154
AF16-11	PRJNA482748	SAMN09734303	QRYD00000000	Bacteroides vulgatus	821
AF16-14	PRJNA482748	SAMN09734304	QRYC00000000	Odoribacter splanchnicus	28118
AF16-14LB	PRJNA482748	SAMN09734305	QRYB00000000	Olsenella sp. AF16-14LB	2292238
AF16-15	PRJNA482748	SAMN09734306	QTXI00000000	Firmicutes bacterium AF16-15	2292885
AF16-22	PRJNA482748	SAMN09734307	QTXH00000000	Coprococcus sp. AF16-22	2293087
AF16-22LB	PRJNA482748	SAMN09734308	QRYA00000000	Lactobacillus fermentum	1613
AF16-25	PRJNA482748	SAMN09734309	QTXG00000000	Clostridium sp. AF16-25	2292999
AF16-29	PRJNA482748	SAMN09734310	QTMP00000000	Bacteroides sp. AF16-29	2292917
AF16-30	PRJNA482748	SAMN09734311	QRXZ00000000	Bacteroides stercoris	46506
AF16-31	PRJNA482748	SAMN09734312	QRXY00000000	Coprococcus comes	410072
AF16-40	PRJNA482748	SAMN09734313	QTXF00000000	Ruminococcus sp. AF16-40	2293148
AF16-47	PRJNA482748	SAMN09734314	QTXE00000000	Coprobacillus sp. AF16-47	2293062
AF16-48	PRJNA482748	SAMN09734315	QUHB00000000	Eubacterium sp. AF16-48	2293104
AF16-49	PRJNA482748	SAMN09734316	QUHA00000000	Bacteroides sp. AF16-49	2292192
AF16-5	PRJNA482748	SAMN09734317	QUGZ00000000	Coprococcus sp. AF16-5	2293088
AF16-50	PRJNA482748	SAMN09734318	QTXD00000000	Ruminococcus sp. AF16-50	2293149
AF16-7	PRJNA482748	SAMN09734319	QTMO00000000	Bacteroides sp. AF16-7	2292918
AF16-8	PRJNA482748	SAMN09734320	QRXX00000000	Collinsella sp. AF16-8	2292215
AF17-1	PRJNA482748	SAMN09734321	QTMN00000000	Bacteroides sp. AF17-1	2292919
AF17-11	PRJNA482748	SAMN09734322	QTXC00000000	Ruminococcus sp. AF17-11	2293150
AF17-11AC	PRJNA482748	SAMN09734323	QTXB00000000	Coprobacillus sp. AF17-11AC	2293063
AF17-12	PRJNA482748	SAMN09734324	QUGY00000000	Ruminococcus sp. AF17-12	2293151
AF17-14	PRJNA482748	SAMN09734325	QRXW00000000	Alistipes indistinctus	626932
AF17-16	PRJNA482748	SAMN09734326	QUGX00000000	Alistipes sp. AF17-16	2292190
AF17-17AC	PRJNA482748	SAMN09734327	QTXA00000000	Coprobacillus sp. AF17-17AC	2293064
AF17-1AC	PRJNA482748	SAMN09734328	QTWZ00000000	Ruminococcus sp. AF17-1AC	2293152
AF17-2	PRJNA482748	SAMN09734329	QUGW00000000	Clostridium sp. AF17-2	2293000
AF17-20	PRJNA482748	SAMN09734330	QRXV00000000	Bacteroides uniformis	820
AF17-20AC	PRJNA482748	SAMN09734331	QRXU00000000	Bifidobacterium pseudocatenulatum	28026
AF17-21AC	PRJNA482748	SAMN09734332	QTWY00000000	Clostridium sp. AF17-21AC	2293001
AF17-22AC	PRJNA482748	SAMN09734333	QRXT00000000	Ruminococcus sp. AF17-22AC	2292248
AF17-24	PRJNA482748	SAMN09734334	QTWX00000000	Ruminococcus sp. AF17-24	2293153
AF17-25	PRJNA482748	SAMN09734335	QRXS00000000	Bacteroides cellulosilyticus	246787
AF17-27	PRJNA482748	SAMN09734336	QRXR00000000	[Eubacterium] rectale	39491
AF17-28	PRJNA482748	SAMN09734337	QUGV00000000	Parabacteroides sp. AF17-28	2292241
AF17-3	PRJNA482748	SAMN09734338	QTMM00000000	Parabacteroides sp. AF17-3	2293113
AF17-4	PRJNA482748	SAMN09734339	QRXQ00000000	Escherichia coli	562
AF17-5AC	PRJNA482748	SAMN09734340	QRXP00000000	Bacteroides faecis	674529
AF17-6	PRJNA482748	SAMN09734341	QTWW00000000	Ruminococcus sp. AF17-6	2293154
AF17-6LB	PRJNA482748	SAMN09734342	QTWV00000000	Ruminococcus sp. AF17-6LB	2293155
AF17-7	PRJNA482748	SAMN09734343	QTWU00000000	Eubacterium sp. AF17-7	2293105
AF17-8AC	PRJNA482748	SAMN09734344	QRXO00000000	Dorea longicatena	88431
AF17-8LB	PRJNA482748	SAMN09734345	QRXN00000000	Escherichia coli	562
AF17-9	PRJNA482748	SAMN09734346	QRXM00000000	[Clostridium] leptum	1535
AF17-9LB	PRJNA482748	SAMN09734347	QUGU00000000	Blautia sp. AF17-9LB	2292959
AF18-1	PRJNA482748	SAMN09734348	QRXL00000000	Bacteroides eggerthii	28111
AF18-10	PRJNA482748	SAMN09734349	QRXK00000000	Parabacteroides distasonis	823
AF18-12LB	PRJNA482748	SAMN09734350	QRXJ00000000	Coprococcus comes	410072
AF18-14	PRJNA482748	SAMN09734351	QRXI00000000	Bacteroides vulgatus	821
AF18-15LB	PRJNA482748	SAMN09734352	QRXH00000000	Coprobacillus sp. AF18-15LB	2292228
AF18-16LB	PRJNA482748	SAMN09734353	QRXG00000000	[Eubacterium] rectale	39491
AF18-18LB	PRJNA482748	SAMN09734354	QRXF00000000	[Eubacterium] rectale	39491
AF18-22	PRJNA482748	SAMN09734355	QRXE00000000	Ruminococcus sp. AF18-22	2292249
AF18-23LB	PRJNA482748	SAMN09734356	QRXD00000000	Escherichia coli	562
AF18-27	PRJNA482748	SAMN09734357	QUGT00000000	Clostridium sp. AF18-27	2292203
AF18-29	PRJNA482748	SAMN09734358	QTWT00000000	Ruminococcus sp. AF18-29	2293156
AF18-2AC	PRJNA482748	SAMN09734359	QRXC00000000	Bifidobacterium pseudocatenulatum	28026
AF18-3	PRJNA482748	SAMN09734360	QVGV00000000	Eubacterium sp. AF18-3	2302947
AF18-31LB	PRJNA482748	SAMN09734361	QUGS00000000	Clostridiaceae bacterium AF18-31LB	2292182
AF18-33	PRJNA482748	SAMN09734362	QTML00000000	Bacteroides sp. AF18-33	2292920
AF18-33LB	PRJNA482748	SAMN09734363	QRXB00000000	Collinsella sp. AF18-33LB	2292216
AF18-35LB	PRJNA482748	SAMN09734364	QRXA00000000	[Clostridium] innocuum	1522
AF18-38	PRJNA482748	SAMN09734365	QRWZ00000000	Streptococcus anginosus	1328
AF18-40	PRJNA482748	SAMN09734366	QRWY00000000	Coprobacillus sp. AF18-40	2292229
AF18-46	PRJNA482748	SAMN09734367	QRWX00000000	Solobacterium moorei	102148
AF18-47	PRJNA482748	SAMN09734368	QRWW00000000	[Eubacterium] eligens	39485
AF18-48	PRJNA482748	SAMN09734369	QTMK00000000	Coprococcus sp. AF18-48	2293089
AF18-52	PRJNA482748	SAMN09734370	QUGR00000000	Parabacteroides sp. AF18-52	2292242
AF18-8	PRJNA482748	SAMN09734371	QRWV00000000	Collinsella sp. AF18-8	2292217
AF18-8LB	PRJNA482748	SAMN09734372	QRWU00000000	Collinsella sp. AF18-8LB	2292218
AF19-1	PRJNA482748	SAMN09734373	QUGQ00000000	Blautia sp. AF19-1	2292960
AF19-10AC	PRJNA482748	SAMN09734374	QRWT00000000	Bacteroides intestinalis	329854
AF19-10LB	PRJNA482748	SAMN09734375	QTWS00000000	Blautia sp. AF19-10LB	2292961
AF19-12LB	PRJNA482748	SAMN09734376	QUGP00000000	Eubacterium sp. AF19-12LB	2293106
AF19-13	PRJNA482748	SAMN09734377	QRWS00000000	Dorea formicigenerans	39486
AF19-13AC	PRJNA482748	SAMN09734378	QTJW00000000	Hungatella hathewayi	154046
AF19-13LB	PRJNA482748	SAMN09734379	QUGO00000000	Blautia sp. AF19-13LB	2292962
AF19-14	PRJNA482748	SAMN09734380	QTMJ00000000	Parabacteroides sp. AF19-14	2293114
AF19-15	PRJNA482748	SAMN09734381	QTWR00000000	Ruminococcus sp. AF19-15	2293157
AF19-16	PRJNA482748	SAMN09734382	QRWR00000000	Bacteroides vulgatus	821
AF19-16AC	PRJNA482748	SAMN09734383	QRWQ00000000	[Ruminococcus] gnavus	33038
AF19-17	PRJNA482748	SAMN09734384	QVGU00000000	Eubacterium sp. AF19-17	2302948
AF19-1AC	PRJNA482748	SAMN09734385	QRWP00000000	Bacteroides clarus	626929
AF19-1LB	PRJNA482748	SAMN09734386	QRWO00000000	Collinsella sp. AF19-1LB	2292219
AF19-2	PRJNA482748	SAMN09734387	QRWN00000000	Bacteroides stercoris	46506
AF19-21	PRJNA482748	SAMN09734388	QVIA00000000	Hungatella hathewayi	154046
AF19-21AC	PRJNA482748	SAMN09734389	QRWM00000000	Erysipelatoclostridium ramosum	1547
AF19-22AC	PRJNA482748	SAMN09734390	QUGN00000000	Clostridium sp. AF19-22AC	2292204
AF19-23	PRJNA482748	SAMN09734391	QRWL00000000	Bacteroides uniformis	820
AF19-24AC	PRJNA482748	SAMN09734392	QVGT00000000	Erysipelotrichaceae bacterium AF19-24AC	2302976
AF19-29	PRJNA482748	SAMN09734393	QUGM00000000	Ruminococcus sp. AF19-29	2293158
AF19-2LB	PRJNA482748	SAMN09734394	QUGL00000000	Firmicutes bacterium AF19-2LB	2292886
AF19-3	PRJNA482748	SAMN09734395	QUGK00000000	Coprobacillus sp. AF19-3	2293065
AF19-34	PRJNA482748	SAMN09734396	QUGJ00000000	Blautia sp. AF19-34	2292963
AF19-3AC	PRJNA482748	SAMN09734397	QRWK00000000	[Eubacterium] rectale	39491
AF19-3LB	PRJNA482748	SAMN09734398	QRWJ00000000	Bacteroides uniformis	820
AF19-4	PRJNA482748	SAMN09734399	QRWI00000000	[Eubacterium] rectale	39491
AF19-4AC	PRJNA482748	SAMN09734400	QRWH00000000	Dorea formicigenerans	39486
AF19-4LB	PRJNA482748	SAMN09734401	QTWQ00000000	Ruminococcus sp. AF19-4LB	2293159
AF19-7AC	PRJNA482748	SAMN09734402	QRWG00000000	Collinsella sp. AF19-7AC	2292220
AF19-8	PRJNA482748	SAMN09734403	QRWF00000000	Parabacteroides merdae	46503
AF19-8AC	PRJNA482748	SAMN09734404	QTMI00000000	Coprococcus sp. AF19-8AC	2293090
AF19-9AC	PRJNA482748	SAMN09734405	QUGI00000000	Pseudoflavonifractor sp. AF19-9AC	2292244
AF19-9LB	PRJNA482748	SAMN09734406	QVEX00000000	[Clostridium] aldenense	358742
AF20-10	PRJNA482748	SAMN09734407	QRWE00000000	Bacteroides vulgatus	821
AF20-12LB	PRJNA482748	SAMN09734408	QUGH00000000	Ruminococcus sp. AF20-12LB	2293160
AF20-13LB	PRJNA482748	SAMN09734409	QTMH00000000	Bacteroides sp. AF20-13LB	2292921
AF20-14LB	PRJNA482748	SAMN09734410	QRWD00000000	Collinsella sp. AF20-14LB	2292221
AF20-17LB	PRJNA482748	SAMN09734411	QUGG00000000	Clostridium sp. AF20-17LB	2292205
AF20-18LB	PRJNA482748	SAMN09734412	QTWP00000000	Roseburia sp. AF20-18LB	2293129
AF20-1LB	PRJNA482748	SAMN09734413	QRWC00000000	Bacteroides vulgatus	821
AF20-20AC	PRJNA482748	SAMN09734414	QRWB00000000	Bifidobacterium pseudocatenulatum	28026
AF20-7	PRJNA482748	SAMN09734415	QUGF00000000	Clostridium sp. AF20-7	2293002
AF20-7LB	PRJNA482748	SAMN09734416	QRWA00000000	Erysipelatoclostridium ramosum	1547
AF20-9LB	PRJNA482748	SAMN09734417	QRVZ00000000	Bacteroides ovatus	28116
AF21-10LB	PRJNA482748	SAMN09734418	QRVY00000000	Ruminococcus bromii	40518
AF21-11	PRJNA482748	SAMN09734419	QTWO00000000	Ruminococcus sp. AF21-11	2293161
AF21-14LB	PRJNA482748	SAMN09734420	QRVX00000000	Coprococcus sp. AF21-14LB	2292231
AF21-18	PRJNA482748	SAMN09734421	QUGE00000000	Peptoclostridium sp. AF21-18	2292243
AF21-1AC	PRJNA482748	SAMN09734422	QRVW00000000	Mitsuokella sp. AF21-1AC	2292235
AF21-20LB	PRJNA482748	SAMN09734423	QUGD00000000	Clostridium sp. AF21-20LB	2293003
AF21-24	PRJNA482748	SAMN09734424	QRVV00000000	Blautia obeum	40520
AF21-25	PRJNA482748	SAMN09734425	QRVU00000000	Dorea formicigenerans	39486
AF21-27	PRJNA482748	SAMN09734426	QRVT00000000	Bifidobacterium adolescentis	1680
AF21-3	PRJNA482748	SAMN09734427	QUGC00000000	Ruminococcus sp. AF21-3	2292250
AF21-31	PRJNA482748	SAMN09734428	QRVS00000000	Roseburia inulinivorans	360807
AF21-41	PRJNA482748	SAMN09734429	QTWN00000000	Odoribacter sp. AF21-41	2293111
AF21-42	PRJNA482748	SAMN09734430	QUGB00000000	Ruminococcus sp. AF21-42	2292251
AF21-43	PRJNA482748	SAMN09734431	QTMG00000000	Parabacteroides sp. AF21-43	2293115
AF21-45	PRJNA482748	SAMN09734432	QRVR00000000	Bacteroides vulgatus	821
AF21-51	PRJNA482748	SAMN09734433	QRVQ00000000	Olsenella sp. AF21-51	2292239
AF21-53	PRJNA482748	SAMN09734434	QRVP00000000	Bacteroides uniformis	820
AF21-6AC	PRJNA482748	SAMN09734435	QRVO00000000	Bacteroides xylanisolvens	371601
AF21-8LB	PRJNA482748	SAMN09734436	QUGA00000000	Coprobacillus sp. AF21-8LB	2292230
AF22-1	PRJNA482748	SAMN09734437	QRVN00000000	Prevotella copri	165179
AF22-10	PRJNA482748	SAMN09734438	QUFZ00000000	Clostridium sp. AF22-10	2293004
AF22-10AC	PRJNA482748	SAMN09734439	QRVM00000000	Holdemanella biformis	1735
AF22-12AC	PRJNA482748	SAMN09734440	QRVL00000000	Roseburia hominis	301301
AF22-21	PRJNA482748	SAMN09734441	QRVK00000000	Coprococcus eutactus	33043
AF22-28AC	PRJNA482748	SAMN09734442	QUFY00000000	Butyricicoccus sp. AF22-28AC	2292198
AF22-2LB	PRJNA482748	SAMN09734443	QTWM00000000	Roseburia sp. AF22-2LB	2293130
AF22-3AC	PRJNA482748	SAMN09734444	QRVJ00000000	Bacteroides cellulosilyticus	246787
AF22-5LB	PRJNA482748	SAMN09734445	QUFX00000000	Blautia sp. AF22-5LB	2292964
AF22-6AC	PRJNA482748	SAMN09734446	QUFW00000000	Firmicutes bacterium AF22-6AC	2292887
AF22-8AC	PRJNA482748	SAMN09734447	QTWL00000000	Roseburia sp. AF22-8AC	2293131
AF22-8LB	PRJNA482748	SAMN09734448	QRVI00000000	Eubacterium sp. AF22-8LB	2292232
AF22-9	PRJNA482748	SAMN09734449	QRVH00000000	Eubacterium sp. AF22-9	2292233
AF23-2	PRJNA482748	SAMN09734450	QRVG00000000	Collinsella sp. AF23-2	2292222
AF23-3LB	PRJNA482748	SAMN09734451	QRVF00000000	Collinsella sp. AF23-3LB	2292223
